id,label,model_0,model_1,swa_model_1,model_20,swa_model_20
edd29185-7317-4a20-9339-d0f54ddf32c9.png,1,1.0,1.0,1.0,1.0,1.0
612f645f-8ef3-446d-bb97-93f61b0161a1.png,1,1.0,1.0,1.0,1.0,1.0
1cbbf606-68de-477d-93a7-22fb828818cf.png,2,1.0,1.0,1.0,1.0,1.0
cb0bf43a-f899-4275-a5c1-0a886e968ae6.png,3,3.0,3.0,3.0,3.0,3.0
42e8a08a-acf1-4500-b490-489ae06f359d.png,3,3.0,3.0,3.0,3.0,3.0
91d4172a-87db-480d-a03e-833ed2daaa2e.png,2,2.0,2.0,2.0,2.0,2.0
7f90c7f6-f721-435f-a71c-38b1a8ccb667.png,1,1.0,1.0,1.0,1.0,1.0
76b4ea28-5739-47e7-8320-4c8af2aaf3d4.png,4,5.0,4.0,4.0,4.0,4.0
3c4d8432-4104-4dbc-86fe-0a0c895760b8.png,4,2.0,2.0,2.0,2.0,3.0
efca8eb8-d97d-4828-9da6-78adfb471567.png,2,2.0,2.0,2.0,2.0,2.0
9db0ddc8-ba3c-4cc8-9c43-61fdcc713774.png,4,4.0,4.0,4.0,4.0,4.0
7fa2b3be-8cae-413c-9be3-be688bc2656e.png,4,4.0,4.0,4.0,4.0,4.0
7a4950ef-d82b-4a8b-8d3e-513104193c4c.png,1,1.0,1.0,1.0,1.0,1.0
a2a1f13b-cedb-4a57-9656-2f4d3b47b048.png,5,1.0,1.0,1.0,1.0,1.0
a3d498b6-9736-4f9e-b513-c54ececa7090.png,2,2.0,2.0,2.0,2.0,2.0
377e81e4-9c50-4be5-9e1e-04c4d6c52e8b.png,3,2.0,2.0,2.0,2.0,2.0
7a88c097-0a02-468b-9a38-3c1793df6863.png,4,4.0,4.0,4.0,4.0,4.0
97c3603b-256b-426a-b3fe-0a8bd9d6dff5.png,3,3.0,3.0,3.0,3.0,3.0
5965ed02-85d9-4b72-a174-5a520cb6350e.png,1,2.0,1.0,1.0,1.0,1.0
f98f4c39-c2ab-4aca-9fc3-cf0066e0a58d.png,3,1.0,4.0,4.0,4.0,4.0
5946ca07-71f3-494a-bfe0-27ec5f2b7b7e.png,2,1.0,1.0,1.0,1.0,4.0
3d13790a-7354-4b32-b733-05cdbb7065e7.png,3,3.0,3.0,2.0,2.0,2.0
027fece3-39f1-4015-a067-5d7560ffb1aa.png,4,4.0,4.0,3.0,4.0,4.0
9c0237f6-fca6-4fac-945d-2deda6638437.png,5,4.0,4.0,4.0,4.0,4.0
01b99d32-701d-4010-a577-2e425ac13b35.png,1,1.0,1.0,1.0,1.0,1.0
c0564631-d051-48ee-8505-5a9ae226c74b.png,5,5.0,5.0,5.0,5.0,5.0
8aaec517-8b0c-42e6-91c0-f9127acadc1b.png,1,1.0,1.0,1.0,1.0,1.0
ceda9cdb-3005-41fe-82b9-25c84ad0e642.png,1,1.0,1.0,1.0,1.0,1.0
f251ddc4-85a1-40ae-bdc3-9b6b8f7fd3bb.png,5,4.0,5.0,5.0,5.0,4.0
57428567-3497-49a6-938d-bba83b6a34dd.png,1,1.0,1.0,1.0,1.0,1.0
eb92c8e4-170a-45c3-9f58-2e33ad279746.png,5,5.0,5.0,5.0,5.0,5.0
3de67d52-3f11-4796-826a-1db7dcaa0cdc.png,4,4.0,4.0,3.0,4.0,4.0
6c71eebc-c278-4c74-8e74-7f390ac5abc9.png,4,1.0,1.0,1.0,1.0,2.0
264fce5e-0043-4b38-8e0c-c1e3bb22b8d2.png,5,5.0,5.0,3.0,5.0,5.0
072d7562-19a4-49dc-bb78-5a673cad6461.png,1,1.0,1.0,1.0,1.0,1.0
190839a8-932e-4dcd-ae12-5ca96b0f4fa9.png,3,3.0,3.0,3.0,3.0,3.0
4dfe01e5-f2c9-4484-93a7-f42a31606eab.png,1,1.0,1.0,1.0,1.0,1.0
ce87a17e-7805-4068-878f-99b7382cc9b6.png,5,5.0,5.0,5.0,5.0,5.0
923cc8f5-b60a-468c-be2d-112b44fe0404.png,1,1.0,1.0,1.0,1.0,1.0
b706e250-58c6-4bd8-bac8-355879771804.png,4,4.0,3.0,3.0,4.0,4.0
bfda1937-caa0-42cf-8b26-8e22a6225192.png,1,1.0,1.0,1.0,1.0,1.0
2b2fd7e6-621a-4a54-b4e1-e91b84e743d7.png,5,5.0,5.0,5.0,5.0,5.0
34c3a5ce-2c59-44fb-8279-76bf439f2ed6.png,3,3.0,3.0,3.0,3.0,3.0
1e3a0a5a-ab2d-4087-9351-5178e600bf14.png,5,5.0,5.0,5.0,5.0,5.0
0d35ef90-11ce-4b06-bfdd-990614f7c506.png,5,5.0,5.0,5.0,5.0,5.0
3405aa2f-891a-4c88-97f2-d51224bd6ced.png,3,3.0,3.0,3.0,3.0,3.0
c81f9c82-7b97-4576-a180-036fb789fc09.png,2,2.0,2.0,2.0,2.0,2.0
74a8727d-0720-4925-b421-382d08231135.png,3,1.0,1.0,1.0,1.0,1.0
0337aa22-c9b0-47e3-863e-57574d9719d7.png,4,4.0,4.0,4.0,4.0,4.0
dd23aed6-8d49-4be3-97ad-f0d6d08e5a93.png,3,2.0,2.0,2.0,2.0,2.0
e252bd72-049f-47b4-a494-962401545cf1.png,1,1.0,1.0,1.0,1.0,1.0
392ffcfe-6798-40ed-85dd-aa9b656267bb.png,1,2.0,1.0,1.0,1.0,1.0
fabfd70e-7cb2-42e6-b941-14d2c44e3d80.png,5,5.0,5.0,5.0,5.0,5.0
dfbef3ff-2b34-4b4f-8a73-465b1bf64c79.png,3,3.0,3.0,3.0,3.0,3.0
254e3d0c-7c9c-4762-96bb-d8132df30ac8.png,2,2.0,2.0,2.0,2.0,2.0
47779beb-7f8e-46c2-908d-6bd6929e7309.png,4,5.0,5.0,5.0,3.0,3.0
ca10cd74-3921-4fc1-8517-9037a60376ac.png,4,4.0,4.0,3.0,4.0,4.0
f8729dc7-9f16-47cc-976f-84467f1c2c8f.png,5,4.0,4.0,4.0,4.0,4.0
5b29edeb-497e-4a52-99f8-3fefa1b742e8.png,4,3.0,3.0,1.0,3.0,3.0
6e738d22-0939-41c9-b58f-4c34e8836d76.png,2,2.0,2.0,2.0,2.0,2.0
6a762830-ab8d-48e6-8555-ddd301e9483d.png,5,5.0,5.0,5.0,4.0,4.0
3213ed1e-b293-432c-b14c-dd1ed50b27e2.png,2,2.0,2.0,2.0,2.0,2.0
d484f5a1-a929-4478-9d6d-fe7964a08e48.png,3,1.0,1.0,1.0,1.0,1.0
95bcedc1-212c-4110-b9a7-2d0ad63c5453.png,2,2.0,2.0,2.0,2.0,2.0
ec948bc4-5483-4cf6-94d7-cc220a7051d1.png,1,1.0,1.0,1.0,1.0,1.0
d37105c4-e102-477b-9d8d-b49666b0409a.png,1,1.0,1.0,1.0,2.0,2.0
ae76f037-9922-4674-b4bc-12aa273a6dde.png,3,3.0,3.0,3.0,3.0,3.0
4a94e28e-0ec5-4776-8f0b-05f48a504f08.png,3,3.0,3.0,3.0,3.0,3.0
7c2b4150-ebbc-4d1f-a401-fcd3f1cbfa8c.png,4,4.0,4.0,4.0,4.0,4.0
b23f954a-7d7c-4c7c-af98-3ce66d8a9440.png,4,4.0,4.0,4.0,4.0,4.0
dbf0e8a5-1a1d-4488-b788-b5d1ef97f894.png,1,1.0,2.0,1.0,1.0,2.0
3d90560f-8477-49df-a96b-b713dd7d00b0.png,2,2.0,2.0,2.0,2.0,2.0
a9633bb3-3f3d-4272-90da-04289054f9dc.png,3,2.0,2.0,2.0,2.0,2.0
9e9b1276-ed21-4af3-8adb-77460c29f76c.png,2,2.0,2.0,2.0,2.0,2.0
ec545e8e-c7d8-4e94-9529-509157be94ca.png,3,3.0,3.0,3.0,3.0,3.0
ca599fc5-6ac9-4d6c-b768-d9b1180b7b8e.png,2,2.0,2.0,2.0,2.0,2.0
e551c6cc-b5d9-4eab-aa97-08b7a5f12d45.png,5,5.0,5.0,5.0,5.0,5.0
388efdc0-48cf-4c48-8299-e1b952c07aa4.png,3,3.0,3.0,3.0,3.0,3.0
59e89c8b-af0d-4688-b45d-b4b2f0fbd62c.png,3,3.0,3.0,3.0,3.0,3.0
6e040dac-9146-46d3-ae8c-050be6bde2bf.png,4,5.0,5.0,1.0,5.0,5.0
dc932cdd-736e-445e-b6ff-38761e285c60.png,5,1.0,1.0,1.0,1.0,1.0
4e26160f-ecf8-49ca-920b-1e0cbd7f34e5.png,2,2.0,2.0,2.0,2.0,2.0
b90034e6-3e20-4bbf-9889-42d810c35ae4.png,3,3.0,3.0,3.0,3.0,3.0
0e0752ae-66b1-4ca6-a525-0d6cf289416b.png,4,4.0,4.0,4.0,4.0,4.0
399b3b7e-fff1-49ae-b004-2223b7608d05.png,5,4.0,3.0,4.0,4.0,4.0
93b8471b-40ec-4b29-b6ad-7675757021e3.png,1,2.0,2.0,4.0,3.0,4.0
8d1448ad-20a8-43bc-8bdf-f113b409ead9.png,2,2.0,3.0,3.0,2.0,3.0
7934279d-edfc-4b7e-b83f-92fad33dca48.png,3,2.0,2.0,2.0,2.0,2.0
2fbc079c-9b80-4579-be52-90063690bfe8.png,3,3.0,3.0,3.0,3.0,3.0
f4bcd664-8a94-4db4-a9be-2673bf192aff.png,5,5.0,5.0,5.0,5.0,5.0
17b06fae-448f-4aa1-9326-aa550fb0faa3.png,1,1.0,1.0,1.0,2.0,2.0
556e6cc7-755d-413b-a104-02038a72b957.png,3,3.0,3.0,4.0,3.0,3.0
daa2b583-1c03-4592-89da-2baa6c5341f2.png,5,5.0,5.0,3.0,5.0,5.0
1cef7cba-3b54-42e2-9127-f45dab7b883d.png,4,4.0,4.0,3.0,4.0,4.0
78d970d0-22b6-422f-a294-ede7a7c09fcc.png,2,2.0,2.0,2.0,2.0,2.0
ef23ec7b-aa2e-4c14-8170-392bab376f12.png,2,2.0,2.0,2.0,2.0,2.0
8c59c5f6-b7d6-4369-bac0-f1c1d1fc87ba.png,1,2.0,1.0,1.0,1.0,1.0
6bdd9114-e813-4ccb-8bcc-044b603d614e.png,1,1.0,1.0,1.0,1.0,1.0
5c9282d5-7c5a-49ae-b2fc-8ca5594a2097.png,3,3.0,3.0,3.0,3.0,3.0
0afdf3fa-721c-4457-9f86-b436df82b986.png,3,3.0,3.0,3.0,3.0,3.0
3794ff8f-e121-4fc7-b329-2bc3ba05fd34.png,4,2.0,2.0,2.0,2.0,2.0
b50f015f-ff3c-4f13-b954-9bb72dda6a23.png,5,5.0,4.0,4.0,4.0,4.0
9dffae7d-f348-467c-8017-3315d522ecfe.png,3,3.0,3.0,3.0,3.0,3.0
5e3a976e-5d65-4ee0-9b15-33e688dbe148.png,1,1.0,1.0,1.0,1.0,1.0
6c15646c-fae1-4f9e-ab67-7889a53100a4.png,2,1.0,1.0,1.0,1.0,1.0
7b8cfa29-2a33-4e5c-bdde-ee94a6eaaaf7.png,3,1.0,1.0,1.0,1.0,1.0
78478564-7c6a-4afd-8357-e4963f932a79.png,3,2.0,2.0,2.0,2.0,2.0
bc266d60-4ebd-4965-a276-7c122ae35cd9.png,4,2.0,3.0,3.0,3.0,3.0
4a4cf824-75fe-4365-a179-43dd966373bd.png,1,1.0,1.0,1.0,1.0,1.0
1cc9a671-f988-4a91-8166-a3927e6c973d.png,5,4.0,4.0,4.0,5.0,5.0
d2f60a14-783a-40eb-9f56-0e4ef4ae6800.png,3,3.0,3.0,3.0,3.0,3.0
07c5fd57-2777-4070-92c8-cac21cf1ddac.png,2,2.0,2.0,2.0,2.0,2.0
a8d2c325-c1a5-4a04-8df5-7cb0b7603238.png,1,1.0,1.0,1.0,1.0,1.0
33e73d27-56a7-49a6-8226-b13536e74f7c.png,3,3.0,3.0,3.0,3.0,3.0
4be0f5af-1602-42e3-808b-edf58cc9261e.png,5,4.0,4.0,4.0,3.0,3.0
4e14b5f1-743a-436a-ba98-f180f05c8636.png,1,1.0,1.0,1.0,1.0,1.0
a4362d0c-aa7d-4334-aef8-5dc3aa4201d2.png,4,4.0,4.0,4.0,4.0,4.0
f8d424a8-631d-446a-bcfd-98bac9dfb7a9.png,5,5.0,5.0,5.0,5.0,5.0
8a2b24e5-022d-4d1b-9bad-090dbf04eafa.png,5,5.0,5.0,4.0,5.0,5.0
5a4e7b7a-8acc-49ea-8177-3bfb4eecb5c0.png,3,3.0,3.0,3.0,3.0,3.0
d42b26f3-a91a-4279-bb9b-b99e91eaec89.png,3,3.0,3.0,3.0,3.0,3.0
ce3e2c59-8870-43b7-a0cf-945777b31b91.png,1,1.0,1.0,1.0,1.0,1.0
e30f1794-f8cf-499d-8e05-0a28b00b0080.png,5,5.0,5.0,5.0,5.0,5.0
e49aa8c7-25e8-4003-acdc-e3a806612ebe.png,5,5.0,5.0,5.0,5.0,5.0
48406410-ea07-4894-8c80-578413f679e6.png,1,1.0,1.0,1.0,1.0,1.0
9f6fa468-aec0-4da7-80a1-0b6c5b557a72.png,3,3.0,3.0,3.0,3.0,3.0
14ea0146-a465-4fea-a691-a181feb6e2b3.png,3,3.0,2.0,2.0,2.0,2.0
7eb41c92-8aa5-4424-93a8-d32093118481.png,3,2.0,2.0,2.0,2.0,2.0
541acaf5-ce76-4c43-96dc-eb22cb64e00c.png,5,4.0,4.0,4.0,3.0,3.0
a45a805b-0110-4fe6-888b-e038cc272418.png,1,1.0,1.0,1.0,1.0,1.0
7aa5d536-5d0a-44b6-9734-3f5eab6008b9.png,3,3.0,3.0,1.0,2.0,3.0
e207131b-2314-47cc-b420-34ac342b2d1c.png,3,3.0,3.0,3.0,3.0,3.0
247e2fc1-0b6a-4112-8553-6ccdca861882.png,2,2.0,2.0,1.0,2.0,2.0
d450d5b4-67a1-46f1-8f23-a87013433032.png,1,1.0,1.0,1.0,1.0,1.0
2cb6c3da-9297-4ae1-888b-d737a46f4323.png,3,3.0,3.0,3.0,3.0,3.0
111024e9-2533-40f4-bc9e-c2dd9a979b6f.png,1,1.0,1.0,1.0,1.0,1.0
433ae312-a188-4a92-9e2d-1bc4280ce84a.png,4,3.0,3.0,3.0,3.0,3.0
ff67d338-975e-4c7c-97b6-05d05258c81c.png,3,3.0,3.0,3.0,3.0,3.0
a68aa455-d8f1-49bd-9ed6-c27a4e9d9eea.png,1,1.0,1.0,1.0,1.0,1.0
48e6355c-1065-49f5-817c-2d155011d647.png,3,3.0,3.0,3.0,3.0,4.0
d893a590-a99f-4a76-99d0-3a4ce1ff057a.png,2,2.0,2.0,2.0,2.0,2.0
fa1df314-5362-415d-a953-6b4aaf11b502.png,5,5.0,5.0,5.0,5.0,5.0
d9c5039e-4334-477c-a4ce-74ee179724ad.png,5,4.0,4.0,3.0,4.0,4.0
09770c9d-20ac-4211-8828-49299abb25f6.png,5,4.0,5.0,5.0,4.0,5.0
4a4a14fe-8173-43a9-b645-60b897cf3202.png,2,2.0,2.0,2.0,2.0,2.0
07c462fd-116b-4c58-90b4-7df0f2a285df.png,1,1.0,1.0,1.0,1.0,1.0
3eb96d2f-f52b-4ae5-9fc9-5385079a69f3.png,4,5.0,4.0,5.0,5.0,4.0
853ccdea-2e2a-4736-a1a3-4df7b8d89564.png,1,1.0,1.0,1.0,1.0,1.0
37fecf13-7b87-4cf1-99d7-12c877d02910.png,4,4.0,4.0,4.0,4.0,4.0
06a6e3fe-7399-4170-901d-794fbbbac7ac.png,1,1.0,1.0,1.0,1.0,1.0
9423bb8d-35e5-450d-bf65-7de59642a7f3.png,2,2.0,2.0,2.0,2.0,2.0
4953f446-db0f-4cee-bfeb-4ed7ebd6a13f.png,5,5.0,5.0,4.0,5.0,5.0
1ba42598-04cd-4b3a-bdd4-3b66557c1c61.png,3,3.0,3.0,3.0,3.0,3.0
af3e0f02-c349-4bf3-a605-6979a6944cfd.png,2,1.0,1.0,1.0,1.0,1.0
9efcfd45-ce37-4233-b644-67e4b1674b15.png,3,1.0,1.0,1.0,1.0,1.0
4c7bb481-e750-4b1a-9c1e-3a48a1a855ec.png,2,2.0,2.0,3.0,2.0,2.0
7e1db4de-10dd-41d9-9f73-30ec559ad274.png,4,4.0,4.0,3.0,4.0,4.0
ceda15e1-ae5f-4f44-9a64-59f5a3ba6c32.png,4,5.0,4.0,5.0,4.0,4.0
f7514b24-4f97-4173-b444-22b00e3ce9b9.png,5,3.0,3.0,3.0,3.0,3.0
97f17d3b-f01b-4a53-8e20-06c33f402546.png,3,3.0,3.0,3.0,3.0,3.0
442467f9-fc2b-43b9-a968-d85919f477f7.png,2,1.0,1.0,1.0,1.0,1.0
3e92bce1-d77b-4531-9730-cca48a5f7314.png,4,4.0,4.0,4.0,4.0,4.0
e1a5c5e5-dc72-405e-b77e-0e1edb5faf57.png,4,1.0,1.0,1.0,1.0,1.0
c0bf85f3-35e4-4cb2-95a5-58b4920f0192.png,4,4.0,5.0,1.0,4.0,4.0
6d97ded0-664b-44b4-a162-3c19cd17782b.png,5,4.0,5.0,5.0,5.0,5.0
22b4376b-0da7-4bc7-bf2f-93cd56e2ade3.png,1,1.0,1.0,1.0,1.0,1.0
a53f6f08-8a4f-49b6-b0d1-17024a51b984.png,2,2.0,3.0,1.0,2.0,2.0
1f1d7dbe-254a-4b04-ba49-68a7560e390d.png,3,3.0,3.0,3.0,3.0,3.0
2743aa96-a760-4cc6-a4a2-80a580a760c9.png,3,2.0,2.0,1.0,2.0,2.0
147af300-f783-468f-9360-e52f5a49cb24.png,4,2.0,2.0,2.0,2.0,2.0
92b3b97e-d2cf-408a-bc52-d16c22f62b6c.png,4,2.0,2.0,2.0,2.0,2.0
9a602f56-c6c6-4441-8c5f-d886f6856bb3.png,5,5.0,5.0,5.0,5.0,5.0
3c56dba7-b20b-4b02-a6ca-30411bdf15c5.png,5,4.0,4.0,4.0,5.0,4.0
bd42c676-752f-4282-91d5-9e73529bdeac.png,5,5.0,5.0,5.0,5.0,5.0
4e3cef20-c3d3-4cde-8289-f59b5b85ee89.png,4,4.0,4.0,4.0,4.0,4.0
1f53a47d-9af4-429b-8c0a-97e662a54920.png,2,3.0,2.0,2.0,2.0,2.0
c7af4dfb-4d9c-457d-b6f5-656715c27b50.png,1,1.0,1.0,1.0,1.0,1.0
33e74147-9774-414e-b1e1-6acb71f3ce8c.png,1,1.0,1.0,1.0,1.0,1.0
bf643d4a-109e-4817-98cc-af6737b63db0.png,3,2.0,2.0,2.0,2.0,2.0
78049b02-e67e-409b-9248-b3cf2b547482.png,3,1.0,2.0,1.0,1.0,1.0
3159de88-3941-4305-9171-000e2309f208.png,2,2.0,2.0,2.0,2.0,2.0
89233420-02bf-4f94-90cb-810ce9061997.png,1,1.0,1.0,1.0,1.0,1.0
b119c11b-32ac-477c-9013-722ebf708a46.png,1,1.0,1.0,1.0,1.0,1.0
f58662c0-c380-4a97-9324-4c63e6817e78.png,4,4.0,4.0,4.0,4.0,4.0
898d0636-31a0-4c90-8536-270e4248b4bd.png,1,1.0,1.0,1.0,1.0,1.0
5cda94c9-821f-4db5-b545-d5b3e15c2839.png,3,3.0,3.0,3.0,3.0,3.0
2952b102-d53c-4201-a3da-3d2be8394cfd.png,1,1.0,1.0,1.0,1.0,1.0
20f1d692-1ab0-4305-9ff4-1e7700d8c016.png,2,2.0,1.0,1.0,2.0,2.0
e516836d-510e-47da-8232-24c954ebe243.png,5,5.0,5.0,5.0,5.0,5.0
c6cd5b9a-a02a-4de2-963d-72db2093883a.png,5,5.0,5.0,5.0,5.0,5.0
cb0ec14b-ba31-486f-a02e-5b2d33e92e0c.png,4,4.0,4.0,4.0,4.0,4.0
0407544e-39f0-4f9e-a086-b47d036fe974.png,4,4.0,4.0,4.0,4.0,4.0
5e20af4a-af40-4c33-a0c1-59b453fe1e5e.png,3,2.0,2.0,2.0,2.0,2.0
728b51bd-7d54-4f48-823a-59c5f6b28032.png,1,1.0,1.0,1.0,1.0,1.0
df0029c2-1758-4125-b171-afa277f1319b.png,2,2.0,2.0,2.0,2.0,3.0
893787a3-8176-4e82-a896-a33cbacd17b6.png,3,3.0,3.0,3.0,3.0,3.0
f4690030-01a2-441a-b00b-a109637e5210.png,4,1.0,1.0,1.0,1.0,1.0
beedc1ea-a135-45bb-a26a-d06bf8b47603.png,4,4.0,4.0,4.0,4.0,4.0
bac44bf5-5820-4f51-a2f6-48e2bb51c52d.png,2,2.0,2.0,2.0,2.0,2.0
df8c799c-848d-4bac-a731-8a0d674b306e.png,4,4.0,4.0,4.0,4.0,4.0
8c33b20d-31f7-4b38-8e4d-c626f30458cc.png,4,3.0,3.0,3.0,3.0,3.0
c5919ef0-04c7-4657-af15-c0be33f26a97.png,3,2.0,2.0,2.0,2.0,2.0
7cc2989d-63a6-46f5-adb4-31f85145b59b.png,3,3.0,3.0,3.0,3.0,3.0
dafb7110-77d6-458d-a3fe-30f58b94abd2.png,1,1.0,1.0,1.0,1.0,1.0
7e337747-c2a7-49e4-bbab-053fa25fbd98.png,2,2.0,2.0,2.0,2.0,2.0
c7247a40-c2e1-4c0b-bbe5-4393b19471db.png,2,2.0,2.0,2.0,2.0,2.0
a549784a-750c-42dd-a863-1b40b737bc64.png,1,1.0,1.0,1.0,1.0,1.0
e0db5e29-8804-4c1a-93d2-47ad9c58e7b6.png,5,5.0,5.0,5.0,5.0,5.0
ad356285-ee6a-4562-80b2-8f7d833611a9.png,5,5.0,5.0,5.0,5.0,5.0
6c3d4a39-6914-4548-8cba-a5960f3e6a6f.png,3,1.0,2.0,2.0,2.0,2.0
bbb59598-c6ce-460e-aa91-265fbe0c4b84.png,2,2.0,2.0,2.0,2.0,2.0
56142cc4-9393-4ff3-80f0-798a1825945a.png,5,5.0,5.0,5.0,5.0,5.0
dc706d0c-acde-4dc7-a0e0-d3cfc7294332.png,3,2.0,2.0,2.0,2.0,2.0
7593fea7-52aa-4130-8747-1171ad9b133b.png,3,3.0,3.0,3.0,3.0,3.0
e36fba0e-3fc2-42e5-a559-ac9389990f9b.png,3,3.0,3.0,3.0,3.0,3.0
78748275-9055-479d-b9c5-498ed2c883a3.png,2,2.0,2.0,3.0,2.0,2.0
7cfb9395-26af-4752-9d2d-5217386d0d5a.png,2,2.0,2.0,2.0,2.0,3.0
64452112-642a-4f5c-b4c9-f7117b9bdb65.png,2,2.0,2.0,2.0,2.0,2.0
f908617c-cd4a-4a62-b92b-0de6e323fef2.png,4,3.0,3.0,3.0,3.0,3.0
908fc3be-9496-496a-8cb3-94cd725e2d6f.png,5,5.0,5.0,5.0,5.0,5.0
bbc817f6-24cc-4fb8-9c27-cb246dd5c850.png,3,3.0,3.0,3.0,3.0,3.0
3dbe713d-ad11-4fe9-9c18-a8dbd73b095d.png,5,5.0,5.0,5.0,5.0,5.0
8cb4f82d-69c0-4f40-ae20-2d521c9e99bd.png,2,2.0,2.0,2.0,2.0,2.0
dfa2e13c-200b-4616-9bf0-4587640f1639.png,1,1.0,1.0,1.0,1.0,1.0
62faad0f-3d71-4232-a478-62fc94bf94a0.png,2,2.0,2.0,2.0,2.0,2.0
01539438-89fa-4af5-ba01-c7de069a5653.png,4,5.0,5.0,5.0,5.0,5.0
3c56aac5-29eb-46b8-aea7-b744ddb66d95.png,2,1.0,1.0,1.0,1.0,1.0
64fe03d5-1c69-40c1-8669-230b7b723fc1.png,1,1.0,1.0,1.0,1.0,1.0
df263515-75e6-410e-a4bc-a15504ca4a64.png,1,1.0,1.0,1.0,1.0,1.0
963d35bc-5170-4e61-b8e6-4e973ec89af5.png,5,5.0,5.0,1.0,5.0,5.0
d0bde061-e8e1-44f7-903f-015de9518875.png,4,5.0,2.0,1.0,5.0,5.0
35052c0c-456f-460a-83b5-5d5e02c654ff.png,1,1.0,1.0,1.0,1.0,1.0
ac9d401f-f82d-48de-939d-6db9fb83fe22.png,4,5.0,4.0,4.0,5.0,5.0
f586e353-01a3-4176-9379-122081cad6f5.png,5,4.0,4.0,4.0,4.0,4.0
18bb2783-7f0c-4071-bd5d-8b26e426ebfb.png,4,3.0,3.0,3.0,3.0,3.0
b835a151-7c32-4ac8-9fcc-cd457f35b054.png,5,5.0,5.0,5.0,5.0,5.0
139a513e-5ae0-427c-b992-5b5b515ea5b4.png,4,2.0,2.0,1.0,2.0,2.0
fcfbaff8-1858-45de-9dfa-051e1600d823.png,3,3.0,2.0,2.0,3.0,3.0
553dd13d-bea0-4dd2-bc74-6885be404048.png,1,1.0,1.0,1.0,1.0,1.0
8d2a19e9-379b-48b2-9d00-3da8348f94c9.png,4,4.0,4.0,4.0,4.0,4.0
ecf83e78-091d-4b18-9ec2-c9e285be9de7.png,2,2.0,2.0,2.0,4.0,5.0
4043640c-f6cf-4682-9333-298fdfd3ed9e.png,2,2.0,2.0,2.0,2.0,2.0
8f0e5986-2d49-4f5a-b8df-7f7c93552646.png,5,5.0,5.0,5.0,5.0,5.0
1c32faea-2ee0-461b-9aaf-34820d0c1a84.png,1,1.0,1.0,1.0,1.0,1.0
057561d9-f5b0-42b6-9922-ed546963e9ce.png,3,3.0,3.0,3.0,3.0,3.0
1b4b50b2-fcf6-4f32-bd7e-6a9eed206e77.png,3,3.0,3.0,3.0,3.0,3.0
af8bfd40-ae9c-4e27-9e74-80b78d86000a.png,3,3.0,3.0,3.0,3.0,3.0
fafb880a-8c77-43cd-ae68-b3c226af439b.png,2,2.0,2.0,2.0,2.0,2.0
97713436-37e4-4cca-b458-199cec67cf59.png,5,5.0,5.0,5.0,5.0,5.0
2f1980b6-4076-4950-8069-757094d1eb0b.png,3,2.0,2.0,4.0,4.0,4.0
cd4caeef-d752-4674-9cd4-ec7b8d5811a5.png,3,3.0,3.0,3.0,3.0,3.0
c13db263-db0e-4ee0-9567-733539b3c5f9.png,2,2.0,2.0,2.0,2.0,2.0
ac254b03-2729-4ecf-ac49-993535545b5d.png,1,1.0,1.0,1.0,1.0,1.0
3776d533-dacc-49c2-8986-a05a20617067.png,3,3.0,3.0,3.0,3.0,3.0
2ab83237-e787-456e-8fe0-50b73eb7fab6.png,4,1.0,1.0,1.0,1.0,1.0
099105f5-ff8e-4e15-b296-6598c5f3f66b.png,4,3.0,2.0,2.0,3.0,4.0
8bf3827f-281c-4436-9f5f-78cdd08a14e7.png,4,5.0,5.0,5.0,5.0,5.0
e709cc48-e0de-42b5-8ff4-25cc628480f9.png,5,5.0,5.0,5.0,5.0,5.0
fa0a1c54-543d-4343-b078-edcfbb1ef62e.png,4,4.0,4.0,4.0,4.0,4.0
ff33ad3a-0314-4ec8-8244-b83392b8b80f.png,3,3.0,3.0,4.0,3.0,3.0
be3b5694-5894-47f6-bfc2-ba877f8f83dc.png,4,4.0,4.0,4.0,4.0,4.0
79823287-2c17-4547-bab9-5484723bdca3.png,1,1.0,1.0,1.0,1.0,1.0
4500bb99-d841-4a22-9cda-9407a15e37bd.png,3,2.0,3.0,3.0,3.0,3.0
92dbf94e-efd0-40db-9040-c6bdf4fb23fa.png,4,4.0,4.0,3.0,4.0,4.0
5d02bf19-093b-4ce8-8296-aafdb10fd900.png,1,1.0,1.0,1.0,1.0,1.0
f88f1bc3-b85e-4554-9cd9-cf146c3d5df0.png,1,1.0,1.0,1.0,1.0,1.0
4b3493b9-d554-4044-8da4-6f1c8248fdb5.png,1,1.0,1.0,1.0,1.0,1.0
7102f757-1d6e-42c3-83db-26592735ce90.png,5,5.0,5.0,5.0,5.0,5.0
550ca099-6d07-4041-996d-e0ea99c00956.png,2,2.0,2.0,2.0,2.0,2.0
a6b7b561-f9e4-4f0b-bc58-c8ebd940774a.png,2,1.0,1.0,1.0,1.0,1.0
b4e85067-2b43-472f-9491-72ca335801be.png,5,3.0,4.0,4.0,2.0,3.0
9d22e671-e897-4ef3-a33e-4af2825d72d6.png,1,1.0,1.0,1.0,1.0,1.0
1439dffc-aa8b-4d73-aeb3-aa6044fac48f.png,5,4.0,5.0,5.0,4.0,4.0
